player_id,game_count,total_profit,avg_roi_%,avg_stake
Jessica Burgess,6,-6,-1.96,51.0
Jessica Burns,5,-55,-21.57,51.0
Jessica Bush,1,-51,-100.0,51.0
Jessica Campbell,25,-775,-60.78,51.0
Jessica Carlson,8,-208,-50.98,51.0
Jessica Carter,3,-53,-34.64,51.0
Jessica Cervantes DDS,1,-51,-100.0,51.0
Jessica Clark,1,-51,-100.0,51.0
Jessica Clay,4,-4,-1.96,51.0
Jessica Colon,8,-108,-26.47,51.0
Jessica Cook,5,45,17.65,51.0
Jessica Cooke,2,-102,-100.0,51.0
Jessica Cross,1,-51,-100.0,51.0
Jessica Curtis,1,49,96.08,51.0
Jessica Davis,1,-51,-100.0,51.0
Jessica Ellis,20,-20,-1.96,51.0
Jessica Espinoza,18,-618,-67.32,51.0
Jessica Farley,32,168,10.29,51.0
Jessica Ferguson,3,-53,-34.64,51.0
Jessica Foster,48,-48,-1.96,51.0
Jessica Freeman,9,41,8.93,51.0
Jessica Garcia,2,98,96.08,51.0
Jessica Garrett,9,-59,-12.85,51.0
Jessica Garza,12,-112,-18.3,51.0
Jessica Gomez,25,25,1.96,51.0
Jessica Gonzales,7,43,12.04,51.0
Jessica Gonzalez,32,-32,-1.96,51.0
Jessica Gray,23,27,2.3,51.0
Jessica Greene DVM,2,-102,-100.0,51.0
Jessica Griffin,27,-377,-27.38,51.0
Jessica Guerra,21,229,21.38,51.0
Jessica Gutierrez DVM,2,-102,-100.0,51.0
Jessica Hall,3,-53,-34.64,51.0
Jessica Hammond,3,-53,-34.64,51.0
Jessica Hampton,11,39,6.95,51.0
Jessica Hansen,8,-8,-1.96,51.0
Jessica Hernandez,1,49,96.08,51.0
Jessica Herrera,1,-51,-100.0,51.0
Jessica Holmes,1,49,96.08,51.0
Jessica Howard,2,98,96.08,51.0
Jessica Johns,1,-51,-100.0,51.0
Jessica Johnson,6,-206,-67.32,51.0
Jessica Jones,4,-104,-50.98,51.0
Jessica Kelley,4,96,47.06,51.0
Jessica Kelly,3,-53,-34.64,51.0
Jessica King,7,-157,-43.98,51.0
Jessica Lee,1,49,96.08,51.0
Jessica Lester,5,-55,-21.57,51.0
Jessica Little,1,-51,-100.0,51.0
Jessica Lopez,2,98,96.08,51.0
Jessica Lyons,1,-51,-100.0,51.0
Jessica Martinez,1,-51,-100.0,51.0
Jessica Mcdowell,7,-257,-71.99,51.0
Jessica Mcgrath,7,-157,-43.98,51.0
Jessica Medina,7,-57,-15.97,51.0
Jessica Michael,4,-204,-100.0,51.0
Jessica Miller,3,47,30.72,51.0
Jessica Moore,190,-390,-4.02,51.0
Jessica Morgan,37,-87,-4.61,51.0
Jessica Morrison,1,-51,-100.0,51.0
Jessica Murillo,1,-51,-100.0,51.0
Jessica Murphy,2,-2,-1.96,51.0
Jessica Nelson,1,49,96.08,51.0
Jessica Noble,3,-53,-34.64,51.0
Jessica Oliver,58,-358,-12.1,51.0
Jessica Olson,3,-153,-100.0,51.0
Jessica Patton,1,-51,-100.0,51.0
Jessica Perkins,1,49,96.08,51.0
Jessica Perry,1,-51,-100.0,51.0
Jessica Phelps,2,98,96.08,51.0
Jessica Porter,4,-104,-50.98,51.0
Jessica Powers,1,-51,-100.0,51.0
Jessica Price,1,-51,-100.0,51.0
Jessica Ramirez,2,-2,-1.96,51.0
Jessica Ramos,4,-4,-1.96,51.0
Jessica Reed,1,49,96.08,51.0
Jessica Reynolds,54,-54,-1.96,51.0
Jessica Rios,19,231,23.84,51.0
Jessica Roberts,3,147,96.08,51.0
Jessica Robinson,12,-112,-18.3,51.0
Jessica Rodriguez,1,-51,-100.0,51.0
Jessica Rogers,1,-51,-100.0,51.0
Jessica Ruiz,1,49,96.08,51.0
Jessica Salas,1,-51,-100.0,51.0
Jessica Sanchez,1,-51,-100.0,51.0
Jessica Sanders PhD,1,49,96.08,51.0
Jessica Schwartz,2,-102,-100.0,51.0
Jessica Scott,2,-2,-1.96,51.0
Jessica Smith,1,49,96.08,51.0
Jessica Sparks,76,-876,-22.6,51.0
Jessica Stephens,1,49,96.08,51.0
Jessica Stone,21,-371,-34.64,51.0
Jessica Taylor,405,-1455,-7.04,51.0
Jessica Thomas,3,-53,-34.64,51.0
Jessica Thompson,1,-51,-100.0,51.0
Jessica Valencia,2,98,96.08,51.0
Jessica Walker,1,-51,-100.0,51.0
Jessica Warren MD,5,-155,-60.78,51.0
Jessica Watson,23,-473,-40.32,51.0
Jessica West,1,49,96.08,51.0
Jessica White,1,-51,-100.0,51.0
Jessica Whitney,5,45,17.65,51.0
Jessica Williams,3,-53,-34.64,51.0
Jessica Wilson,1,-51,-100.0,51.0
Jessica Wu,1,-51,-100.0,51.0
Jessica Young,4,96,47.06,51.0
Jesus Alexander,2,98,96.08,51.0
Jesus Allen,5,-55,-21.57,51.0
Jesus Anderson,4,-4,-1.96,51.0
Jesus Brown,1,49,96.08,51.0
Jesus Edwards,1,-51,-100.0,51.0
Jesus Gordon,2,-102,-100.0,51.0
Jesus Hansen,11,-161,-28.7,51.0
Jesus Herring,1,-51,-100.0,51.0
Jesus Jenkins,2,98,96.08,51.0
Jesus Johnston,7,143,40.06,51.0
Jesus Jones,11,-261,-46.52,51.0
Jesus Mccoy,1,-51,-100.0,51.0
Jesus Miller,1,-51,-100.0,51.0
Jesus Mitchell,29,-179,-12.1,51.0
Jesus Robinson,12,-12,-1.96,51.0
Jesus Thomas,1,-51,-100.0,51.0
Jesus White,1,-51,-100.0,51.0
Jill Adkins,3,-53,-34.64,51.0
Jill Arroyo,20,-320,-31.37,51.0
Jill Boyer,9,-159,-34.64,51.0
Jill Duncan,1,-51,-100.0,51.0
Jill Floyd,1,-51,-100.0,51.0
Jill Fowler,4,-4,-1.96,51.0
Jill Franklin,3,-153,-100.0,51.0
Jill Frey,50,250,9.8,51.0
Jill Garcia,4,-104,-50.98,51.0
Jill Hayes,1,-51,-100.0,51.0
Jill Hicks DDS,1,-51,-100.0,51.0
Jill Jones,10,190,37.25,51.0
Jill Lewis,5,-55,-21.57,51.0
Jill Morris,3,47,30.72,51.0
Jill Mullins MD,3,-53,-34.64,51.0
Jill Oconnor,2,-2,-1.96,51.0
Jill Olsen,1,-51,-100.0,51.0
Jill Randall,1,49,96.08,51.0
Jill Robinson,5,-155,-60.78,51.0
Jill Sanders,11,-261,-46.52,51.0
Jill Saunders,3,-53,-34.64,51.0
Jill Smith,5,-55,-21.57,51.0
Jill Tanner,70,130,3.64,51.0
Jill Terry,2,-102,-100.0,51.0
Jill Thomas,1,49,96.08,51.0
Jillian Davis,1,-51,-100.0,51.0
Jillian Dunn,4,-4,-1.96,51.0
Jillian Farrell,10,-10,-1.96,51.0
Jillian Gilbert,30,-330,-21.57,51.0
Jillian Mckinney,1,-51,-100.0,51.0
Jillian Owens,2,-2,-1.96,51.0
Jillian Simmons,1,49,96.08,51.0
Jillian Williams,22,78,6.95,51.0
Jillian Young,2,98,96.08,51.0
Jim Alexander,2,-102,-100.0,51.0
Jim Boyer,2,-102,-100.0,51.0
Jim Boyle,1,49,96.08,51.0
Jim Brown,2,-102,-100.0,51.0
Jim Day,37,-687,-36.41,51.0
Jim Ibarra,31,-381,-24.1,51.0
Jim Kelly,2,-2,-1.96,51.0
Jim Riddle,1,-51,-100.0,51.0
Jimmy Bennett,8,-8,-1.96,51.0
Jimmy Clark,2,-102,-100.0,51.0
Jimmy Montes,3,147,96.08,51.0
Jimmy Moon,1,49,96.08,51.0
Jimmy Smith,1,49,96.08,51.0
Jimmy Sparks,3,-153,-100.0,51.0
Jimmy Werner,1,49,96.08,51.0
Jo Briggs,22,-622,-55.44,51.0
Jo Dodson,1,-51,-100.0,51.0
Jo Ellis,9,-59,-12.85,51.0
Jo Klein,1,49,96.08,51.0
Jo Singh,15,-365,-47.71,51.0
Joan Brooks,1,-51,-100.0,51.0
Joan Cook,2,-2,-1.96,51.0
Joan Garcia,8,192,47.06,51.0
Joan Rivera,9,-59,-12.85,51.0
Joann Dean,4,96,47.06,51.0
Joann Mcdowell,10,-10,-1.96,51.0
Joann Myers,1,49,96.08,51.0
Joann Sellers,3,-153,-100.0,51.0
Joann White,3,47,30.72,51.0
Joanna Alvarado,4,-4,-1.96,51.0
Joanna Erickson,2,-2,-1.96,51.0
Joanna Krause,1,-51,-100.0,51.0
Joanna Love,98,202,4.04,51.0
Joanna Marks,1,-51,-100.0,51.0
Joanna Miller,5,145,56.86,51.0
Joanna Stone,13,-263,-39.67,51.0
Joanne Reeves,1,-51,-100.0,51.0
Jocelyn Contreras,1,-51,-100.0,51.0
Jocelyn Lyons,11,-61,-10.87,51.0
Jocelyn Tate DVM,8,92,22.55,51.0
Jodi Barton,1,-51,-100.0,51.0
Jodi Bruce,44,-444,-19.79,51.0
Jodi Burns,1,-51,-100.0,51.0
Jodi Chase,1,-51,-100.0,51.0
Jodi Dominguez,4,96,47.06,51.0
Jodi Hayes,38,462,23.84,51.0
Jodi Joseph,1,-51,-100.0,51.0
Jodi Juarez,1,49,96.08,51.0
Jodi Molina,3,147,96.08,51.0
Jodi Myers,2,-102,-100.0,51.0
Jodi Ramirez,1,-51,-100.0,51.0
Jodi Vasquez,1,-51,-100.0,51.0
Jodi Williams,1,49,96.08,51.0
Jody Fleming,1,-51,-100.0,51.0
Jody Hall,1,-51,-100.0,51.0
Jody Murphy,2,-2,-1.96,51.0
Joe Austin,1,-51,-100.0,51.0
Joe Cook,8,-108,-26.47,51.0
Joe Davis,10,-210,-41.18,51.0
Joe Hutchinson,8,-8,-1.96,51.0
Joe Kelly,4,-104,-50.98,51.0
Joe Novak,8,-308,-75.49,51.0
Joe Rodriguez,8,-8,-1.96,51.0
Joe Romero Jr.,7,43,12.04,51.0
Joe Schneider,1,-51,-100.0,51.0
Joe Sims,8,92,22.55,51.0
Joel Chang,1,-51,-100.0,51.0
Joel Coleman,1,49,96.08,51.0
Joel Diaz,1,-51,-100.0,51.0
Joel Fletcher,4,-4,-1.96,51.0
Joel Foster,2,-102,-100.0,51.0
Joel Fowler,1,-51,-100.0,51.0
Joel Gonzalez,1,-51,-100.0,51.0
Joel Goodman,1,-51,-100.0,51.0
Joel Hansen,1,49,96.08,51.0
Joel Hardin,3,47,30.72,51.0
Joel Harris,2,-102,-100.0,51.0
Joel Henderson,3,147,96.08,51.0
Joel Ho,1,-51,-100.0,51.0
Joel Hughes,1,49,96.08,51.0
Joel Kelly,2,98,96.08,51.0
Joel Miller,12,-112,-18.3,51.0
Joel Neal,1,-51,-100.0,51.0
Joel Rios,1,49,96.08,51.0
Joel Sandoval,5,45,17.65,51.0
Joel West,4,196,96.08,51.0
Joel Wheeler,28,372,26.05,51.0
Joel Wu,3,-53,-34.64,51.0
John Adams,77,-27,-0.69,51.0
John Alexander,27,-377,-27.38,51.0
John Allen,5,-155,-60.78,51.0
John Allison,20,-420,-41.18,51.0
John Anderson,4,-4,-1.96,51.0
John Anthony,826,-3026,-7.18,51.0
John Austin,12,-312,-50.98,51.0
John Barnes,1,-51,-100.0,51.0
John Barron,3,47,30.72,51.0
John Beck,1,-51,-100.0,51.0
John Bennett,1,49,96.08,51.0
John Benson,215,-165,-1.5,51.0
John Blackburn,17,-67,-7.73,51.0
John Bradley,1,-51,-100.0,51.0
John Brandt,1,49,96.08,51.0
John Brown,4,-4,-1.96,51.0
John Campbell,9,-259,-56.43,51.0
John Carroll,1,-51,-100.0,51.0
John Carter,7,43,12.04,51.0
John Chambers,2,98,96.08,51.0
John Chan,4,-4,-1.96,51.0
John Clark,1,-51,-100.0,51.0
John Clements,5,145,56.86,51.0
John Coleman,2,-2,-1.96,51.0
John Collier,1,49,96.08,51.0
John Collins,4,96,47.06,51.0
John Cook,2,-102,-100.0,51.0
John Cooper,5,-55,-21.57,51.0
John Cordova,2,-2,-1.96,51.0
John Crosby,20,80,7.84,51.0
John Cross,3,147,96.08,51.0
John Cruz,6,94,30.72,51.0
John Daniels,2,-2,-1.96,51.0
John Daugherty,17,-367,-42.33,51.0
John Davidson,25,-275,-21.57,51.0
John Davis,6,-6,-1.96,51.0
John Dawson,2,-102,-100.0,51.0
John Delacruz,16,-16,-1.96,51.0
John Dillon,1,49,96.08,51.0
John Dixon,2,-2,-1.96,51.0
John Donaldson,30,-30,-1.96,51.0
John Ellis,9,141,30.72,51.0
John Ellison,1,-51,-100.0,51.0
John Evans,2,-2,-1.96,51.0
John Everett,2,-102,-100.0,51.0
John Farley,2,-2,-1.96,51.0
John Ferguson,16,84,10.29,51.0
John Fischer,3884,15116,7.63,51.0
John Fisher,199,-649,-6.39,51.0
John Flores,19,-169,-17.44,51.0
John Fox,57,-607,-20.88,51.0
John Franklin,2,-102,-100.0,51.0
John Garcia,331,-1981,-11.74,51.0
John Gardner,17,-267,-30.8,51.0
John Gibson,1,-51,-100.0,51.0
John Gibson DVM,8,-8,-1.96,51.0
John Gilbert,1,-51,-100.0,51.0
John Gomez,1,-51,-100.0,51.0
John Gonzalez,29,121,8.18,51.0
John Gregory,10,190,37.25,51.0
John Griffin,4,-104,-50.98,51.0
John Hale,15,-65,-8.5,51.0
John Hanson,2,-2,-1.96,51.0
John Harper,1,49,96.08,51.0
John Harris DDS,1,-51,-100.0,51.0
John Harrison,1,49,96.08,51.0
John Hartman,1,-51,-100.0,51.0
John Henderson,1,-51,-100.0,51.0
John Hernandez,8,92,22.55,51.0
John Holland,7,43,12.04,51.0
John Holmes,32,-432,-26.47,51.0
John Horn,85,-335,-7.73,51.0
John Hudson,1,49,96.08,51.0
John Jackson,3,-53,-34.64,51.0
John Jacobs,4,96,47.06,51.0
John Jacobson,1,-51,-100.0,51.0
John James,3,-53,-34.64,51.0
John Jenkins,1,49,96.08,51.0
John Jimenez,3,147,96.08,51.0
John Johnson,59,-209,-6.95,51.0
John Jones,86,814,18.56,51.0
John Jordan,1,49,96.08,51.0
John King,3,47,30.72,51.0
John Lamb,1,49,96.08,51.0
John Lambert,1,-51,-100.0,51.0
John Larson,9,141,30.72,51.0
John Lee,2,-2,-1.96,51.0
John Levy,5,45,17.65,51.0
John Lewis,132,-632,-9.39,51.0
John Lloyd,177,-627,-6.95,51.0
John Lopez,2,98,96.08,51.0
John Love,28,-128,-8.96,51.0
John Mann,1,49,96.08,51.0
John Manning,7,-57,-15.97,51.0
John Marsh,1,-51,-100.0,51.0
John Martin,1,-51,-100.0,51.0
John Martinez,10,90,17.65,51.0
John Mason,10,190,37.25,51.0
John Maxwell,103,347,6.61,51.0
John Mayer,2,-2,-1.96,51.0
John Mendoza,104,-704,-13.27,51.0
John Mercado,20,-320,-31.37,51.0
John Meyer,2,-102,-100.0,51.0
John Miller,1,49,96.08,51.0
John Mitchell,1,-51,-100.0,51.0
John Moore,2,-102,-100.0,51.0
John Morgan,8,-308,-75.49,51.0
John Morrison,4,-4,-1.96,51.0
John Morton,1,-51,-100.0,51.0
John Mueller,1,-51,-100.0,51.0
John Munoz,46,-246,-10.49,51.0
John Nash,48,252,10.29,51.0
John Nelson,1,-51,-100.0,51.0
John Nguyen,1,-51,-100.0,51.0
John Ochoa,1,49,96.08,51.0
John Oconnell,6,-106,-34.64,51.0
John Ortega,146,-846,-11.36,51.0
John Palmer,4,-104,-50.98,51.0
John Perez,1,49,96.08,51.0
John Pham,6,-6,-1.96,51.0
John Pittman,4,-4,-1.96,51.0
John Powell,8,92,22.55,51.0
John Proctor,1,-51,-100.0,51.0
John Ramirez,3,-153,-100.0,51.0
John Randall,1,-51,-100.0,51.0
John Rice,13,-263,-39.67,51.0
John Riddle,1,49,96.08,51.0
John Rivera,30,170,11.11,51.0
John Rodriguez,1,-51,-100.0,51.0
John Rogers,2,-2,-1.96,51.0
John Romero,17,33,3.81,51.0
John Rosario,1,49,96.08,51.0
John Rose,4,96,47.06,51.0
John Rubio Jr.,2,98,96.08,51.0
John Rush,5,-55,-21.57,51.0
John Sanchez,1,-51,-100.0,51.0
John Sandoval,3,147,96.08,51.0
John Savage,1,49,96.08,51.0
John Schmidt,3,47,30.72,51.0
John Schneider,7,43,12.04,51.0
John Scott,3,-53,-34.64,51.0
John Serrano,3,47,30.72,51.0
John Shaw,1,49,96.08,51.0
John Shelton,1,-51,-100.0,51.0
John Sheppard,15,-165,-21.57,51.0
John Simon,32,-532,-32.6,51.0
John Smith,1,-51,-100.0,51.0
John Stewart,4,-104,-50.98,51.0
John Stone,1,49,96.08,51.0
John Stout,4,96,47.06,51.0
John Sullivan,4,-4,-1.96,51.0
John Taylor,54,446,16.19,51.0
John Thomas,1,-51,-100.0,51.0
John Vaughn,43,-93,-4.24,51.0
John Velez,4,-104,-50.98,51.0
John Villarreal,1,-51,-100.0,51.0
John Walker,2,98,96.08,51.0
John Walters,5,-55,-21.57,51.0
John Warner,1,49,96.08,51.0
John Watson,77,-127,-3.23,51.0
John West,36,-436,-23.75,51.0
John White,7,43,12.04,51.0
John Wiggins,5,-55,-21.57,51.0
John Williams,14,-214,-29.97,51.0
John Winters MD,24,-24,-1.96,51.0
John Wood,2,-2,-1.96,51.0
John Wright,32,-332,-20.34,51.0
John Young,22,178,15.86,51.0
Johnathan Bowen,72,-372,-10.13,51.0
Johnathan Mcdaniel,15,-165,-21.57,51.0
Johnathan Mercado,2,-2,-1.96,51.0
Johnathan Olson,63,-213,-6.63,51.0
Johnathan Sampson,4,96,47.06,51.0
Johnathan Valdez,1,-51,-100.0,51.0
Johnny Brady,2,98,96.08,51.0
Johnny Bryant,9,241,52.51,51.0
Johnny Cain,5,-155,-60.78,51.0
Johnny Davis,5,-55,-21.57,51.0
Johnny Fisher,1,-51,-100.0,51.0
Johnny Garcia,2,-102,-100.0,51.0
Johnny Johnston,5,-155,-60.78,51.0
Johnny Lee,15,-65,-8.5,51.0
Johnny Oconnor,3,47,30.72,51.0
Johnny Ortiz,3,47,30.72,51.0
Johnny Reed,2,-102,-100.0,51.0
Johnny Shaw,1,49,96.08,51.0
Johnny Thomas,1,-51,-100.0,51.0
Johnny White,3,47,30.72,51.0
Jon Adams,5,-55,-21.57,51.0
Jon Avila,1,49,96.08,51.0
Jon Cannon,1,-51,-100.0,51.0
Jon Greer,1,49,96.08,51.0
Jon Hill,12,-12,-1.96,51.0
Jon Hoover,1,49,96.08,51.0
Jon Jones,39,-289,-14.53,51.0
Jon Rojas,1,49,96.08,51.0
Jon Smith,2,98,96.08,51.0
Jonathan Aguirre,13,-163,-24.59,51.0
Jonathan Alvarez,2,-102,-100.0,51.0
Jonathan Anderson,20,-220,-21.57,51.0
Jonathan Archer,4,-104,-50.98,51.0
Jonathan Armstrong,1,-51,-100.0,51.0
Jonathan Baxter,3,47,30.72,51.0
Jonathan Black,5,45,17.65,51.0
Jonathan Brooks,1,-51,-100.0,51.0
Jonathan Brown,1,-51,-100.0,51.0
Jonathan Bryan,17,-67,-7.73,51.0
Jonathan Chang,2,-102,-100.0,51.0
Jonathan Cochran,42,158,7.38,51.0
Jonathan Cowan DVM,515,-65,-0.25,51.0
Jonathan Dalton,5,-55,-21.57,51.0
Jonathan Davis,2,-2,-1.96,51.0
Jonathan Decker,6,-6,-1.96,51.0
Jonathan Dixon,10,-210,-41.18,51.0
Jonathan Evans,1,-51,-100.0,51.0
Jonathan Garcia,6,-6,-1.96,51.0
Jonathan Gay,1,49,96.08,51.0
Jonathan Graham,4,96,47.06,51.0
Jonathan Guerra,1,49,96.08,51.0
Jonathan Harris,11,-261,-46.52,51.0
Jonathan Horton,1,-51,-100.0,51.0
Jonathan Huang,14,-114,-15.97,51.0
Jonathan Huff,11,-61,-10.87,51.0
Jonathan Hunter,2,-2,-1.96,51.0
Jonathan Jones,10,-210,-41.18,51.0
Jonathan Jordan,10,90,17.65,51.0
Jonathan Keller,2,-2,-1.96,51.0
Jonathan Lopez,12,88,14.38,51.0
Jonathan Lucas,23,27,2.3,51.0
Jonathan Marquez,4,-4,-1.96,51.0
Jonathan Martinez,1,-51,-100.0,51.0
Jonathan Mason,4,-104,-50.98,51.0
Jonathan Mcguire,1,-51,-100.0,51.0
Jonathan Mckenzie,2,-2,-1.96,51.0
Jonathan Miller,2,-102,-100.0,51.0
Jonathan Mills,8,-8,-1.96,51.0
Jonathan Morris,3,47,30.72,51.0
Jonathan Morrow,2,-2,-1.96,51.0
Jonathan Murphy,6,-306,-100.0,51.0
Jonathan Murray,8,-8,-1.96,51.0
Jonathan Nunez,699,-3649,-10.24,51.0
Jonathan Oconnell,6,-6,-1.96,51.0
Jonathan Palmer,1,-51,-100.0,51.0
Jonathan Patel,9,-159,-34.64,51.0
Jonathan Phelps,2,-2,-1.96,51.0
Jonathan Powell,66,34,1.01,51.0
Jonathan Rhodes,1,49,96.08,51.0
Jonathan Rivera,7,-57,-15.97,51.0
Jonathan Robinson,5,45,17.65,51.0
Jonathan Rodriguez,1,49,96.08,51.0
Jonathan Romero,5,145,56.86,51.0
Jonathan Roy,5,45,17.65,51.0
Jonathan Shaw,3,-153,-100.0,51.0
Jonathan Smith,2,-2,-1.96,51.0
Jonathan Snyder,1,-51,-100.0,51.0
Jonathan Thomas,3,47,30.72,51.0
Jonathan Thompson,1,49,96.08,51.0
Jonathan Tran DVM,1,-51,-100.0,51.0
Jonathan Ward,4,-4,-1.96,51.0
Jonathan Williams,1,-51,-100.0,51.0
Jonathon Allen,1,-51,-100.0,51.0
Jonathon Delacruz,1,49,96.08,51.0
Jonathon Francis,1,49,96.08,51.0
Jonathon Henry,2,-2,-1.96,51.0
Jonathon Hernandez,7,-157,-43.98,51.0
Jonathon Hunter,1,-51,-100.0,51.0
Jonathon Jones,31,-381,-24.1,51.0
Jonathon Medina,1,49,96.08,51.0
Jonathon Roberson,7,43,12.04,51.0
Jonathon Sanchez,1,-51,-100.0,51.0
Jonathon York,1,-51,-100.0,51.0
Jordan Adams,4,96,47.06,51.0
Jordan Bailey,3,-53,-34.64,51.0
Jordan Bennett,1,49,96.08,51.0
Jordan Brown,3,-153,-100.0,51.0
Jordan Curtis,6,-206,-67.32,51.0
Jordan Davis,1,-51,-100.0,51.0
Jordan Day,9,-59,-12.85,51.0
Jordan Frazier,1,-51,-100.0,51.0
Jordan Garcia,3,147,96.08,51.0
Jordan Gonzalez,1,-51,-100.0,51.0
Jordan Harding,1,-51,-100.0,51.0
Jordan Hendricks,8,-208,-50.98,51.0
Jordan Howell,5,-155,-60.78,51.0
Jordan Jackson,45,-395,-17.21,51.0
Jordan Mcclain,9,-59,-12.85,51.0
Jordan Moyer,2,-2,-1.96,51.0
Jordan Murray,1,49,96.08,51.0
Jordan Oliver,5,45,17.65,51.0
Jordan Parsons,26,-26,-1.96,51.0
Jordan Pollard,4,96,47.06,51.0
Jordan Roberts,1,-51,-100.0,51.0
Jordan Sharp,1,49,96.08,51.0
Jordan Smith,6,-106,-34.64,51.0
Jordan Thompson,48,-548,-22.39,51.0
Jordan Travis,2,-102,-100.0,51.0
Jordan Waller,2,-2,-1.96,51.0
Jordan Walsh,96,-1096,-22.39,51.0
Jordan Weeks,7,243,68.07,51.0
Jorge Baker,2,-102,-100.0,51.0
Jorge Fox,18,82,8.93,51.0
Jorge Frank,1,-51,-100.0,51.0
Jorge Garcia,1,-51,-100.0,51.0
Jorge Hernandez,2,-2,-1.96,51.0
Jorge Jenkins,7,-157,-43.98,51.0
Jorge Johnson,15,35,4.58,51.0
Jorge Knight,1,-51,-100.0,51.0
Jorge Lee,2,-102,-100.0,51.0
Jorge Martin,1,-51,-100.0,51.0
Jorge Mcmahon,1,-51,-100.0,51.0
Jorge Nguyen,12,-12,-1.96,51.0
Jorge Patterson,1,49,96.08,51.0
Jorge Smith,14,-114,-15.97,51.0
Jorge Sparks,12,288,47.06,51.0
Jorge Taylor,3,-53,-34.64,51.0
Jose Acosta,11,-61,-10.87,51.0
Jose Allen,6,-6,-1.96,51.0
Jose Archer,3,47,30.72,51.0
Jose Baldwin,9,141,30.72,51.0
Jose Barajas,2,-2,-1.96,51.0
Jose Barnes,1,-51,-100.0,51.0
Jose Bell,2,-102,-100.0,51.0
Jose Bender,1,-51,-100.0,51.0
Jose Blair,1,-51,-100.0,51.0
Jose Bridges,11,-61,-10.87,51.0
Jose Brown,3,-53,-34.64,51.0
Jose Burton,39,-289,-14.53,51.0
Jose Bush,2529,1121,0.87,51.0
Jose Cruz,1,49,96.08,51.0
Jose Daniels,1,-51,-100.0,51.0
Jose Eaton,1579,3571,4.43,51.0
Jose Ferguson,3,-53,-34.64,51.0
Jose Frazier,1,-51,-100.0,51.0
Jose Green,1,-51,-100.0,51.0
Jose Hall,1,-51,-100.0,51.0
Jose Hamilton,1,-51,-100.0,51.0
Jose Harmon,37,213,11.29,51.0
Jose Harris,2,-102,-100.0,51.0
Jose Hartman,3,-53,-34.64,51.0
Jose Hayes,2,-2,-1.96,51.0
Jose Hernandez,13,-263,-39.67,51.0
Jose Jones,2,-102,-100.0,51.0
Jose Kim,7,43,12.04,51.0
Jose Lee,6,94,30.72,51.0
Jose Lewis,8,-8,-1.96,51.0
Jose Martin,2,-2,-1.96,51.0
Jose Mcdonald,2,-102,-100.0,51.0
Jose Mcgrath,31,-81,-5.12,51.0
Jose Mendez,23,-273,-23.27,51.0
Jose Miller,15,-65,-8.5,51.0
Jose Mills,2,-2,-1.96,51.0
Jose Murray,1,49,96.08,51.0
Jose Ramos,4,96,47.06,51.0
Jose Reyes,1,-51,-100.0,51.0
Jose Richards,3649,8401,4.51,51.0
Jose Schneider,3,-53,-34.64,51.0
Jose Stephens,6,-6,-1.96,51.0
Jose Swanson,1,-51,-100.0,51.0
Jose Taylor,3,-153,-100.0,51.0
Jose Torres,6,-6,-1.96,51.0
Jose Turner,2,-2,-1.96,51.0
Jose Valenzuela,6,-6,-1.96,51.0
Jose Walker,13,-263,-39.67,51.0
Jose White,4,-4,-1.96,51.0
Jose Williams,70,-270,-7.56,51.0
Jose Wright,1,-51,-100.0,51.0
Jose Zimmerman,18,-118,-12.85,51.0
Joseph Ali,5,-155,-60.78,51.0
Joseph Anderson,16,-116,-14.22,51.0
Joseph Atkinson,1,-51,-100.0,51.0
Joseph Baird,1,-51,-100.0,51.0
Joseph Baker,2,-2,-1.96,51.0
Joseph Ballard,1,49,96.08,51.0
Joseph Barrett,4,-4,-1.96,51.0
Joseph Boyd,2,-2,-1.96,51.0
Joseph Brewer,12,-112,-18.3,51.0
Joseph Brown,1,49,96.08,51.0
Joseph Bullock,5,-55,-21.57,51.0
Joseph Burke,4,-104,-50.98,51.0
Joseph Cabrera,14,-214,-29.97,51.0
Joseph Campbell,2,-102,-100.0,51.0
Joseph Cardenas,1,-51,-100.0,51.0
Joseph Castillo,8,-8,-1.96,51.0
Joseph Chavez,6,-6,-1.96,51.0
Joseph Clark,84,-484,-11.3,51.0
Joseph Clark MD,20,380,37.25,51.0
Joseph Clarke,1,-51,-100.0,51.0
Joseph Clayton,1,49,96.08,51.0
Joseph Cook,7,-257,-71.99,51.0
Joseph Cooper,1,-51,-100.0,51.0
Joseph Cox,1,-51,-100.0,51.0
Joseph Cross,2,98,96.08,51.0
Joseph Cruz,2,98,96.08,51.0
Joseph Cummings,1,-51,-100.0,51.0
Joseph Cunningham,32,-232,-14.22,51.0
Joseph Davis,7,-257,-71.99,51.0
Joseph Dean,9,-259,-56.43,51.0
Joseph Dixon,8,-8,-1.96,51.0
Joseph Doyle,2,98,96.08,51.0
Joseph Drake,2,-2,-1.96,51.0
Joseph Duncan,1,49,96.08,51.0
Joseph Dunn,1,-51,-100.0,51.0
Joseph Edwards,1,49,96.08,51.0
Joseph Elliott,1,49,96.08,51.0
Joseph Ellis,144,456,6.21,51.0
Joseph Erickson,3,-53,-34.64,51.0
Joseph Fisher,2,-2,-1.96,51.0
Joseph Garza,8,92,22.55,51.0
Joseph Gibbs,2,98,96.08,51.0
Joseph Gilbert,8,-108,-26.47,51.0
