,player_id,game_count,total_profit,avg_roi_%,avg_stake,games_per_hour,is_reg
6838,Jordan Smith,6,-106,-34.64,51.0,3.0,0
6839,Jordan Thompson,48,-548,-22.39,51.0,2.4,0
6840,Jordan Travis,2,-102,-100.0,51.0,1.0,0
6841,Jordan Waller,2,-2,-1.96,51.0,1.0,0
6842,Jordan Walsh,96,-1096,-22.39,51.0,1.7142857142857142,0
6843,Jordan Weeks,7,243,68.07,51.0,1.0,0
6844,Jorge Baker,2,-102,-100.0,51.0,2.0,0
6845,Jorge Fox,18,82,8.93,51.0,1.6363636363636365,0
6846,Jorge Frank,1,-51,-100.0,51.0,1.0,0
6847,Jorge Garcia,1,-51,-100.0,51.0,1.0,0
6848,Jorge Hernandez,2,-2,-1.96,51.0,1.0,0
6849,Jorge Jenkins,7,-157,-43.98,51.0,1.75,0
6850,Jorge Johnson,15,35,4.58,51.0,3.0,0
6851,Jorge Knight,1,-51,-100.0,51.0,1.0,0
6852,Jorge Lee,2,-102,-100.0,51.0,1.0,0
6853,Jorge Martin,1,-51,-100.0,51.0,1.0,0
6854,Jorge Mcmahon,1,-51,-100.0,51.0,1.0,0
6855,Jorge Nguyen,12,-12,-1.96,51.0,2.0,0
6856,Jorge Patterson,1,49,96.08,51.0,1.0,0
6857,Jorge Smith,14,-114,-15.97,51.0,1.4,0
6858,Jorge Sparks,12,288,47.06,51.0,1.3333333333333333,0
6859,Jorge Taylor,3,-53,-34.64,51.0,1.0,0
6860,Jose Acosta,11,-61,-10.87,51.0,1.2222222222222223,0
6861,Jose Allen,6,-6,-1.96,51.0,1.5,0
6862,Jose Archer,3,47,30.72,51.0,1.5,0
6863,Jose Baldwin,9,141,30.72,51.0,1.2857142857142858,0
6864,Jose Barajas,2,-2,-1.96,51.0,1.0,0
6865,Jose Barnes,1,-51,-100.0,51.0,1.0,0
6866,Jose Bell,2,-102,-100.0,51.0,1.0,0
6867,Jose Bender,1,-51,-100.0,51.0,1.0,0
6868,Jose Blair,1,-51,-100.0,51.0,1.0,0
6869,Jose Bridges,11,-61,-10.87,51.0,2.2,0
6870,Jose Brown,3,-53,-34.64,51.0,1.5,0
6871,Jose Burton,39,-289,-14.53,51.0,3.25,0
6872,Jose Bush,2529,1121,0.87,51.0,13.524064171122994,1
6873,Jose Cruz,1,49,96.08,51.0,1.0,0
6874,Jose Daniels,1,-51,-100.0,51.0,1.0,0
6875,Jose Eaton,1579,3571,4.43,51.0,3.5563063063063063,1
6876,Jose Ferguson,3,-53,-34.64,51.0,1.0,0
6877,Jose Frazier,1,-51,-100.0,51.0,1.0,0
6878,Jose Green,1,-51,-100.0,51.0,1.0,0
6879,Jose Hall,1,-51,-100.0,51.0,1.0,0
6880,Jose Hamilton,1,-51,-100.0,51.0,1.0,0
6881,Jose Harmon,37,213,11.29,51.0,1.2758620689655173,0
6882,Jose Harris,2,-102,-100.0,51.0,1.0,0
6883,Jose Hartman,3,-53,-34.64,51.0,1.5,0
6884,Jose Hayes,2,-2,-1.96,51.0,1.0,0
6885,Jose Hernandez,13,-263,-39.67,51.0,1.625,0
6886,Jose Jones,2,-102,-100.0,51.0,2.0,0
6887,Jose Kim,7,43,12.04,51.0,1.0,0
6888,Jose Lee,6,94,30.72,51.0,1.5,0
6889,Jose Lewis,8,-8,-1.96,51.0,4.0,0
6890,Jose Martin,2,-2,-1.96,51.0,1.0,0
6891,Jose Mcdonald,2,-102,-100.0,51.0,1.0,0
6892,Jose Mcgrath,31,-81,-5.12,51.0,1.4761904761904763,0
6893,Jose Mendez,23,-273,-23.27,51.0,2.090909090909091,0
6894,Jose Miller,15,-65,-8.5,51.0,2.142857142857143,0
6895,Jose Mills,2,-2,-1.96,51.0,1.0,0
6896,Jose Murray,1,49,96.08,51.0,1.0,0
6897,Jose Ramos,4,96,47.06,51.0,1.0,0
6898,Jose Reyes,1,-51,-100.0,51.0,1.0,0
6899,Jose Richards,3649,8401,4.51,51.0,4.213625866050808,1
6900,Jose Schneider,3,-53,-34.64,51.0,1.5,0
6901,Jose Stephens,6,-6,-1.96,51.0,1.2,0
6902,Jose Swanson,1,-51,-100.0,51.0,1.0,0
6903,Jose Taylor,3,-153,-100.0,51.0,1.0,0
6904,Jose Torres,6,-6,-1.96,51.0,6.0,0
6905,Jose Turner,2,-2,-1.96,51.0,2.0,0
6906,Jose Valenzuela,6,-6,-1.96,51.0,6.0,0
6907,Jose Walker,13,-263,-39.67,51.0,1.4444444444444444,0
6908,Jose White,4,-4,-1.96,51.0,1.3333333333333333,0
6909,Jose Williams,70,-270,-7.56,51.0,3.1818181818181817,0
6910,Jose Wright,1,-51,-100.0,51.0,1.0,0
6911,Jose Zimmerman,18,-118,-12.85,51.0,1.6363636363636365,0
6912,Joseph Ali,5,-155,-60.78,51.0,2.5,0
6913,Joseph Anderson,16,-116,-14.22,51.0,2.2857142857142856,0
6914,Joseph Atkinson,1,-51,-100.0,51.0,1.0,0
6915,Joseph Baird,1,-51,-100.0,51.0,1.0,0
6916,Joseph Baker,2,-2,-1.96,51.0,2.0,0
6917,Joseph Ballard,1,49,96.08,51.0,1.0,0
6918,Joseph Barrett,4,-4,-1.96,51.0,1.0,0
6919,Joseph Boyd,2,-2,-1.96,51.0,1.0,0
6920,Joseph Brewer,12,-112,-18.3,51.0,1.7142857142857142,0
6921,Joseph Brown,1,49,96.08,51.0,1.0,0
6922,Joseph Bullock,5,-55,-21.57,51.0,5.0,0
6923,Joseph Burke,4,-104,-50.98,51.0,2.0,0
6924,Joseph Cabrera,14,-214,-29.97,51.0,1.5555555555555556,0
6925,Joseph Campbell,2,-102,-100.0,51.0,1.0,0
6926,Joseph Cardenas,1,-51,-100.0,51.0,1.0,0
6927,Joseph Castillo,8,-8,-1.96,51.0,2.6666666666666665,0
6928,Joseph Chavez,6,-6,-1.96,51.0,2.0,0
6929,Joseph Clark,84,-484,-11.3,51.0,6.0,0
6930,Joseph Clark MD,20,380,37.25,51.0,2.857142857142857,0
6931,Joseph Clarke,1,-51,-100.0,51.0,1.0,0
6932,Joseph Clayton,1,49,96.08,51.0,1.0,0
6933,Joseph Cook,7,-257,-71.99,51.0,1.75,0
6934,Joseph Cooper,1,-51,-100.0,51.0,1.0,0
6935,Joseph Cox,1,-51,-100.0,51.0,1.0,0
6936,Joseph Cross,2,98,96.08,51.0,2.0,0
6937,Joseph Cruz,2,98,96.08,51.0,1.0,0
6938,Joseph Cummings,1,-51,-100.0,51.0,1.0,0
6939,Joseph Cunningham,32,-232,-14.22,51.0,1.2307692307692308,0
6940,Joseph Davis,7,-257,-71.99,51.0,2.3333333333333335,0
6941,Joseph Dean,9,-259,-56.43,51.0,2.25,0
6942,Joseph Dixon,8,-8,-1.96,51.0,8.0,0
6943,Joseph Doyle,2,98,96.08,51.0,2.0,0
6944,Joseph Drake,2,-2,-1.96,51.0,1.0,0
6945,Joseph Duncan,1,49,96.08,51.0,1.0,0
6946,Joseph Dunn,1,-51,-100.0,51.0,1.0,0
6947,Joseph Edwards,1,49,96.08,51.0,1.0,0
6948,Joseph Elliott,1,49,96.08,51.0,1.0,0
6949,Joseph Ellis,144,456,6.21,51.0,2.769230769230769,0
6950,Joseph Erickson,3,-53,-34.64,51.0,1.5,0
6951,Joseph Fisher,2,-2,-1.96,51.0,1.0,0
6952,Joseph Garza,8,92,22.55,51.0,1.1428571428571428,0
6953,Joseph Gibbs,2,98,96.08,51.0,1.0,0
6954,Joseph Gilbert,8,-108,-26.47,51.0,1.6,0
6955,Joseph Gonzalez,2,-102,-100.0,51.0,1.0,0
6956,Joseph Green,7,43,12.04,51.0,1.4,0
6957,Joseph Gregory,19,-169,-17.44,51.0,1.3571428571428572,0
6958,Joseph Hensley,1,49,96.08,51.0,1.0,0
6959,Joseph Hernandez,6,-106,-34.64,51.0,3.0,0
6960,Joseph Horn,31,119,7.53,51.0,7.75,0
6961,Joseph Howard,3,-53,-34.64,51.0,1.0,0
6962,Joseph Howell,6,-6,-1.96,51.0,3.0,0
6963,Joseph Huber,2,-102,-100.0,51.0,1.0,0
6964,Joseph Ingram,9,-59,-12.85,51.0,1.125,0
6965,Joseph Johnson,35,515,28.85,51.0,1.9444444444444444,0
6966,Joseph Johnson MD,1,-51,-100.0,51.0,1.0,0
6967,Joseph Jones,2,-2,-1.96,51.0,2.0,0
6968,Joseph Keith,1,-51,-100.0,51.0,1.0,0
6969,Joseph Kemp,2,-2,-1.96,51.0,1.0,0
6970,Joseph Lane,8,-8,-1.96,51.0,2.0,0
6971,Joseph Logan,6,-6,-1.96,51.0,2.0,0
6972,Joseph Long,4,-204,-100.0,51.0,1.0,0
6973,Joseph Mendoza,2,-102,-100.0,51.0,1.0,0
6974,Joseph Meyer,1,-51,-100.0,51.0,1.0,0
6975,Joseph Miller,2,-2,-1.96,51.0,1.0,0
6976,Joseph Mitchell,8,-208,-50.98,51.0,1.6,0
6977,Joseph Montoya,1,-51,-100.0,51.0,1.0,0
6978,Joseph Moore,1,-51,-100.0,51.0,1.0,0
6979,Joseph Morgan,18,-318,-34.64,51.0,1.8,0
6980,Joseph Morris,8,-208,-50.98,51.0,1.3333333333333333,0
6981,Joseph Nelson,1,49,96.08,51.0,1.0,0
6982,Joseph Newton PhD,12,188,30.72,51.0,1.0,0
6983,Joseph Nicholson,170,-670,-7.73,51.0,5.151515151515151,0
6984,Joseph Oliver,3,-53,-34.64,51.0,3.0,0
6985,Joseph Page,4,96,47.06,51.0,1.3333333333333333,0
6986,Joseph Parker,4,-104,-50.98,51.0,1.0,0
6987,Joseph Parsons,2,98,96.08,51.0,2.0,0
6988,Joseph Pena,3,-53,-34.64,51.0,1.0,0
6989,Joseph Powell,128,-328,-5.02,51.0,2.5098039215686274,0
6990,Joseph Price,5,-155,-60.78,51.0,2.5,0
6991,Joseph Ramirez,5,-155,-60.78,51.0,1.25,0
6992,Joseph Reeves,15,235,30.72,51.0,1.0714285714285714,0
6993,Joseph Reyes,2,-2,-1.96,51.0,2.0,0
6994,Joseph Reynolds,1,-51,-100.0,51.0,1.0,0
6995,Joseph Richard,1,-51,-100.0,51.0,1.0,0
6996,Joseph Richmond,1,49,96.08,51.0,1.0,0
6997,Joseph Rios,111,-361,-6.38,51.0,4.44,0
6998,Joseph Roberts,3,-53,-34.64,51.0,3.0,0
6999,Joseph Robertson,3,47,30.72,51.0,1.5,0
7000,Joseph Rocha,1,49,96.08,51.0,1.0,0
7001,Joseph Rodgers,11,-61,-10.87,51.0,11.0,0
7002,Joseph Rodriguez,4,96,47.06,51.0,1.3333333333333333,0
7003,Joseph Rogers,1,49,96.08,51.0,1.0,0
7004,Joseph Romero,1,-51,-100.0,51.0,1.0,0
7005,Joseph Ross,1,-51,-100.0,51.0,1.0,0
7006,Joseph Russell,2,-102,-100.0,51.0,1.0,0
7007,Joseph Sanchez,2,-102,-100.0,51.0,1.0,0
7008,Joseph Savage,8,-208,-50.98,51.0,1.3333333333333333,0
7009,Joseph Scott,1,-51,-100.0,51.0,1.0,0
7010,Joseph Simmons,24,176,14.38,51.0,2.4,0
7011,Joseph Simpson,13,-363,-54.75,51.0,2.1666666666666665,0
7012,Joseph Smith,36,164,8.93,51.0,2.25,0
7013,Joseph Stone,1,-51,-100.0,51.0,1.0,0
7014,Joseph Thomas,3,-53,-34.64,51.0,3.0,0
7015,Joseph Thompson Jr.,1,49,96.08,51.0,1.0,0
7016,Joseph Wade,1,-51,-100.0,51.0,1.0,0
7017,Joseph Wagner,1,-51,-100.0,51.0,1.0,0
7018,Joseph Walker,12,288,47.06,51.0,2.4,0
7019,Joseph Wells,1,-51,-100.0,51.0,1.0,0
7020,Joseph Wheeler,1,49,96.08,51.0,1.0,0
7021,Joseph White,5,-55,-21.57,51.0,1.0,0
7022,Joseph Wilkins,1,-51,-100.0,51.0,1.0,0
7023,Joseph Williams,1,-51,-100.0,51.0,1.0,0
7024,Joseph Yoder,19,31,3.2,51.0,2.375,0
7025,Joseph Young,4,-4,-1.96,51.0,4.0,0
7026,Joshua Abbott,2,-2,-1.96,51.0,1.0,0
7027,Joshua Adams,1,-51,-100.0,51.0,1.0,0
7028,Joshua Aguirre,1,49,96.08,51.0,1.0,0
7029,Joshua Alvarez,14,-114,-15.97,51.0,1.2727272727272727,0
7030,Joshua Avila MD,360,-960,-5.23,51.0,3.3962264150943398,0
7031,Joshua Baker,2,98,96.08,51.0,1.0,0
7032,Joshua Barrera DVM,1,-51,-100.0,51.0,1.0,0
7033,Joshua Barron,3,47,30.72,51.0,1.5,0
7034,Joshua Berger,3,-153,-100.0,51.0,1.0,0
7035,Joshua Berry,1,-51,-100.0,51.0,1.0,0
7036,Joshua Black,2,-2,-1.96,51.0,2.0,0
7037,Joshua Bradford,14,286,40.06,51.0,4.666666666666667,0
7038,Joshua Brown,3,147,96.08,51.0,1.0,0
7039,Joshua Brown II,1,-51,-100.0,51.0,1.0,0
7040,Joshua Buckley,32,-232,-14.22,51.0,4.571428571428571,0
7041,Joshua Burns,2,-102,-100.0,51.0,2.0,0
7042,Joshua Chung,2,98,96.08,51.0,1.0,0
7043,Joshua Cisneros,2,-2,-1.96,51.0,1.0,0
7044,Joshua Cole,2,-102,-100.0,51.0,1.0,0
7045,Joshua Collins,2,98,96.08,51.0,1.0,0
7046,Joshua Cunningham,20,-220,-21.57,51.0,2.5,0
7047,Joshua Curtis,26,-226,-17.04,51.0,1.7333333333333334,0
7048,Joshua Daniels,1,-51,-100.0,51.0,1.0,0
7049,Joshua Davis,1,-51,-100.0,51.0,1.0,0
7050,Joshua Delgado,1,-51,-100.0,51.0,1.0,0
7051,Joshua Dodson Jr.,287,-1937,-13.23,51.0,3.3372093023255816,0
7052,Joshua Evans,5,45,17.65,51.0,5.0,0
7053,Joshua Fields,1,-51,-100.0,51.0,1.0,0
7054,Joshua Frye,9,41,8.93,51.0,4.5,0
7055,Joshua Gonzalez,2,-2,-1.96,51.0,1.0,0
7056,Joshua Gray,1,-51,-100.0,51.0,1.0,0
7057,Joshua Greene,1,-51,-100.0,51.0,1.0,0
7058,Joshua Hall,3158,6442,4.0,51.0,4.8659476117103235,1
7059,Joshua Hansen,2,-102,-100.0,51.0,1.0,0
7060,Joshua Harris,13,-363,-54.75,51.0,1.0,0
7061,Joshua Harvey,2,-2,-1.96,51.0,2.0,0
7062,Joshua Howe,3,-53,-34.64,51.0,3.0,0
7063,Joshua Jackson,6,-6,-1.96,51.0,1.2,0
7064,Joshua Jimenez,4,96,47.06,51.0,1.0,0
7065,Joshua Johnson,1,49,96.08,51.0,1.0,0
7066,Joshua Jones,1,49,96.08,51.0,1.0,0
7067,Joshua King,1,-51,-100.0,51.0,1.0,0
7068,Joshua Lambert,11,-161,-28.7,51.0,2.75,0
7069,Joshua Lawrence,1,-51,-100.0,51.0,1.0,0
7070,Joshua Lee,3,-153,-100.0,51.0,1.5,0
7071,Joshua Leon,11,-261,-46.52,51.0,2.75,0
7072,Joshua Lopez,15,135,17.65,51.0,5.0,0
7073,Joshua Lynch,1,-51,-100.0,51.0,1.0,0
7074,Joshua Martin,8,-8,-1.96,51.0,1.6,0
7075,Joshua Mcknight,1,-51,-100.0,51.0,1.0,0
7076,Joshua Mendoza,4,-4,-1.96,51.0,4.0,0
7077,Joshua Moore,1,-51,-100.0,51.0,1.0,0
7078,Joshua Murphy,14,-14,-1.96,51.0,1.0,0
7079,Joshua Murray,1,-51,-100.0,51.0,1.0,0
7080,Joshua Neal,2,-102,-100.0,51.0,1.0,0
7081,Joshua Obrien,2,-2,-1.96,51.0,2.0,0
7082,Joshua Oneill,39,-89,-4.47,51.0,1.1470588235294117,0
7083,Joshua Owens,19,-69,-7.12,51.0,1.4615384615384615,0
7084,Joshua Parrish,9,-159,-34.64,51.0,1.8,0
7085,Joshua Patterson,2,-102,-100.0,51.0,1.0,0
7086,Joshua Perez,3,-53,-34.64,51.0,1.5,0
7087,Joshua Peterson,5,45,17.65,51.0,2.5,0
7088,Joshua Pierce MD,1,-51,-100.0,51.0,1.0,0
7089,Joshua Richardson,1,49,96.08,51.0,1.0,0
7090,Joshua Rivera,77,-127,-3.23,51.0,3.85,0
7091,Joshua Roberts,13,237,35.75,51.0,2.1666666666666665,0
7092,Joshua Robinson,3,-53,-34.64,51.0,3.0,0
7093,Joshua Rodriguez,26,-426,-32.13,51.0,1.2380952380952381,0
7094,Joshua Romero,3,-53,-34.64,51.0,1.5,0
7095,Joshua Rose,6,-106,-34.64,51.0,3.0,0
7096,Joshua Ryan,10,-10,-1.96,51.0,1.0,0
7097,Joshua Shannon,1,-51,-100.0,51.0,1.0,0
7098,Joshua Small,41,-291,-13.92,51.0,8.2,0
7099,Joshua Sosa,27,123,8.93,51.0,2.7,0
7100,Joshua Spears,20,80,7.84,51.0,1.25,0
7101,Joshua Steele,2,-102,-100.0,51.0,2.0,0
7102,Joshua Stewart,8,-8,-1.96,51.0,1.0,0
7103,Joshua Strong,6,94,30.72,51.0,1.2,0
7104,Joshua Turner,15,-165,-21.57,51.0,1.0714285714285714,0
7105,Joshua Vaughn,17,-67,-7.73,51.0,2.8333333333333335,0
7106,Joshua Velasquez,1,-51,-100.0,51.0,1.0,0
7107,Joshua Villarreal,1,49,96.08,51.0,1.0,0
7108,Joshua Wade,2,-2,-1.96,51.0,1.0,0
7109,Joshua Walker,2,-102,-100.0,51.0,2.0,0
7110,Joshua Ward,3,-53,-34.64,51.0,3.0,0
7111,Joshua West,56,44,1.54,51.0,2.3333333333333335,0
7112,Joshua White,1,-51,-100.0,51.0,1.0,0
7113,Joshua Wright,1,-51,-100.0,51.0,1.0,0
7114,Joshua Young,3,47,30.72,51.0,1.0,0
7115,Joshua Zamora,1,-51,-100.0,51.0,1.0,0
7116,Joy Dalton,4,-104,-50.98,51.0,1.0,0
7117,Joy Dodson,20,-320,-31.37,51.0,1.1111111111111112,0
7118,Joy Graham,1,49,96.08,51.0,1.0,0
7119,Joy Oliver,12,-12,-1.96,51.0,2.0,0
7120,Joy Reynolds,2,-102,-100.0,51.0,1.0,0
7121,Joy Sawyer,2,-102,-100.0,51.0,2.0,0
7122,Joy Williams,1,49,96.08,51.0,1.0,0
7123,Joyce Cook,19,-69,-7.12,51.0,1.1875,0
7124,Joyce Cross,28,-328,-22.97,51.0,1.75,0
7125,Joyce Edwards,11,39,6.95,51.0,5.5,0
7126,Joyce Goodwin,4,-4,-1.96,51.0,4.0,0
7127,Joyce Hill,6,-106,-34.64,51.0,3.0,0
7128,Joyce Ross,8,-8,-1.96,51.0,1.6,0
7129,Joyce Simmons,3,147,96.08,51.0,3.0,0
7130,Joyce Stewart,2,-2,-1.96,51.0,2.0,0
7131,Joyce Walker,24,-224,-18.3,51.0,4.8,0
7132,Joyce Wilson,5,45,17.65,51.0,1.6666666666666667,0
7133,Juan Abbott,2,98,96.08,51.0,1.0,0
7134,Juan Avery,217,-1067,-9.64,51.0,1.9727272727272727,0
7135,Juan Campbell,7,-157,-43.98,51.0,2.3333333333333335,0
7136,Juan Chavez,1,49,96.08,51.0,1.0,0
7137,Juan Cook,5,-155,-60.78,51.0,1.0,0
7138,Juan Cruz,2,-2,-1.96,51.0,2.0,0
7139,Juan Daniel,59,291,9.67,51.0,1.2826086956521738,0
7140,Juan Elliott,12,-212,-34.64,51.0,1.0909090909090908,0
7141,Juan Foley,1,-51,-100.0,51.0,1.0,0
7142,Juan Gonzalez,4,-104,-50.98,51.0,1.0,0
7143,Juan Graham,1,49,96.08,51.0,1.0,0
7144,Juan Johnston,1,-51,-100.0,51.0,1.0,0
7145,Juan Keller,8,-108,-26.47,51.0,1.6,0
7146,Juan Klein,1,-51,-100.0,51.0,1.0,0
7147,Juan Larson,2,-2,-1.96,51.0,1.0,0
7148,Juan Lopez,1,-51,-100.0,51.0,1.0,0
7149,Juan Meadows,15,35,4.58,51.0,3.0,0
7150,Juan Morgan,2,-2,-1.96,51.0,1.0,0
7151,Juan Morris,57,-1007,-34.64,51.0,1.14,0
7152,Juan Navarro,2,-102,-100.0,51.0,2.0,0
7153,Juan Pena,1,-51,-100.0,51.0,1.0,0
7154,Juan Perez,1,-51,-100.0,51.0,1.0,0
7155,Juan Petersen,1,-51,-100.0,51.0,1.0,0
7156,Juan Reed,2,-2,-1.96,51.0,2.0,0
7157,Juan Riley,6,-206,-67.32,51.0,2.0,0
7158,Juan Ritter,13,-163,-24.59,51.0,6.5,0
7159,Juan Ryan,12,-12,-1.96,51.0,1.7142857142857142,0
7160,Juan Swanson,10,-10,-1.96,51.0,2.5,0
7161,Juan Thomas,3,47,30.72,51.0,1.5,0
7162,Juan Williams,14,-214,-29.97,51.0,2.3333333333333335,0
7163,Judith Barton,70,-570,-15.97,51.0,1.75,0
7164,Judith Blankenship,1,49,96.08,51.0,1.0,0
7165,Judith Cole,1,-51,-100.0,51.0,1.0,0
7166,Judith Garcia,6,-106,-34.64,51.0,6.0,0
7167,Judith Hodge,3,-53,-34.64,51.0,3.0,0
7168,Judith Johnson,3,-153,-100.0,51.0,3.0,0
7169,Judith Ray,1,-51,-100.0,51.0,1.0,0
7170,Judith Rodriguez,1,-51,-100.0,51.0,1.0,0
7171,Judy Barker,2,-2,-1.96,51.0,1.0,0
7172,Judy Carlson,1,-51,-100.0,51.0,1.0,0
7173,Judy Hurst,6,-206,-67.32,51.0,1.2,0
7174,Judy Mills,48,-248,-10.13,51.0,2.6666666666666665,0
7175,Judy Reed,8,-308,-75.49,51.0,2.0,0
7176,Judy Wallace,4,-4,-1.96,51.0,1.0,0
7177,Julia Acevedo,5,-155,-60.78,51.0,1.6666666666666667,0
7178,Julia Adams,2,-2,-1.96,51.0,1.0,0
7179,Julia Barrett,19,-369,-38.08,51.0,1.0,0
7180,Julia Bennett,5,-55,-21.57,51.0,1.0,0
7181,Julia Campbell,6,-6,-1.96,51.0,1.5,0
7182,Julia Carr,48,-248,-10.13,51.0,2.0,0
7183,Julia Chapman,3,-53,-34.64,51.0,1.0,0
7184,Julia Collins,21,-71,-6.63,51.0,3.5,0
7185,Julia Copeland,2,-102,-100.0,51.0,2.0,0
7186,Julia David,54,-154,-5.59,51.0,6.75,0
7187,Julia Dean,1,-51,-100.0,51.0,1.0,0
7188,Julia Fox DDS,3,-153,-100.0,51.0,3.0,0
7189,Julia Hess,5,145,56.86,51.0,2.5,0
7190,Julia Lane,4,-204,-100.0,51.0,1.3333333333333333,0
7191,Julia Larson,55,-605,-21.57,51.0,3.6666666666666665,0
7192,Julia Mcbride,4,-4,-1.96,51.0,1.3333333333333333,0
7193,Julia Myers,1,49,96.08,51.0,1.0,0
7194,Julia Nelson,59,-109,-3.62,51.0,2.95,0
7195,Julia Roberson,5,-55,-21.57,51.0,1.25,0
7196,Julia Simon,227,-77,-0.67,51.0,1.9912280701754386,0
7197,Julia Sims,1,-51,-100.0,51.0,1.0,0
7198,Julia Velasquez,1,-51,-100.0,51.0,1.0,0
7199,Julia Wagner,6,-206,-67.32,51.0,3.0,0
7200,Julia Weiss,10,-10,-1.96,51.0,1.4285714285714286,0
7201,Julia Williams,8,-8,-1.96,51.0,1.0,0
7202,Julian Kelly Jr.,16,-16,-1.96,51.0,2.2857142857142856,0
7203,Julian Patterson,1,-51,-100.0,51.0,1.0,0
7204,Julian Williams,4,-4,-1.96,51.0,1.0,0
7205,Julie Allen,2,98,96.08,51.0,1.0,0
7206,Julie Andrews,9,-59,-12.85,51.0,1.8,0
7207,Julie Boyd,40,-140,-6.86,51.0,1.0526315789473684,0
7208,Julie Butler,1,-51,-100.0,51.0,1.0,0
7209,Julie Caldwell,2,-2,-1.96,51.0,2.0,0
7210,Julie Campbell,5,-55,-21.57,51.0,1.0,0
7211,Julie Carroll,1,-51,-100.0,51.0,1.0,0
7212,Julie Carter,5,145,56.86,51.0,1.25,0
7213,Julie Clark,2,-102,-100.0,51.0,2.0,0
7214,Julie Cook,292,1208,8.11,51.0,1.908496732026144,0
7215,Julie Daniel,4,-204,-100.0,51.0,1.3333333333333333,0
7216,Julie Dean,2,-2,-1.96,51.0,1.0,0
7217,Julie Espinoza,1,-51,-100.0,51.0,1.0,0
7218,Julie Fitzpatrick,2,-102,-100.0,51.0,1.0,0
7219,Julie Fuller,1,49,96.08,51.0,1.0,0
7220,Julie Glass,7,243,68.07,51.0,7.0,0
7221,Julie Gomez DVM,1,49,96.08,51.0,1.0,0
7222,Julie Gonzalez,4,96,47.06,51.0,1.0,0
7223,Julie Goodwin,8,-108,-26.47,51.0,2.6666666666666665,0
7224,Julie Green,247,-1397,-11.09,51.0,1.260204081632653,0
7225,Julie Gutierrez,14,-14,-1.96,51.0,2.3333333333333335,0
7226,Julie Harris,6,-206,-67.32,51.0,1.0,0
7227,Julie Haynes,12,-12,-1.96,51.0,1.0909090909090908,0
7228,Julie Huber,14,86,12.04,51.0,2.0,0
7229,Julie Johnson,3,147,96.08,51.0,1.5,0
7230,Julie Jones,19,-69,-7.12,51.0,1.7272727272727273,0
7231,Julie Jordan,1,49,96.08,51.0,1.0,0
7232,Julie King,1,-51,-100.0,51.0,1.0,0
7233,Julie King MD,5,-55,-21.57,51.0,5.0,0
7234,Julie Livingston,7,-157,-43.98,51.0,1.0,0
7235,Julie Martin,4,-4,-1.96,51.0,1.3333333333333333,0
7236,Julie Michael,2,-102,-100.0,51.0,1.0,0
7237,Julie Miller,30,-230,-15.03,51.0,2.727272727272727,0
7238,Julie Moore,3,47,30.72,51.0,1.5,0
7239,Julie Mullins,1,-51,-100.0,51.0,1.0,0
7240,Julie Murray,2,-102,-100.0,51.0,1.0,0
7241,Julie Nelson,8,-208,-50.98,51.0,4.0,0
7242,Julie Parker,4,96,47.06,51.0,4.0,0
7243,Julie Ramsey,7,43,12.04,51.0,1.75,0
7244,Julie Reed,25,-175,-13.73,51.0,2.5,0
7245,Julie Rice,5,45,17.65,51.0,2.5,0
7246,Julie Robles,8,-208,-50.98,51.0,2.0,0
7247,Julie Rose,9,-59,-12.85,51.0,1.8,0
7248,Julie Ross,1,-51,-100.0,51.0,1.0,0
7249,Julie Ruiz,6,-106,-34.64,51.0,1.2,0
7250,Julie Sanchez,4,-104,-50.98,51.0,1.3333333333333333,0
7251,Julie Sanders,2,-2,-1.96,51.0,2.0,0
7252,Julie Scott DDS,4,96,47.06,51.0,4.0,0
7253,Julie Smith,3,-53,-34.64,51.0,1.0,0
7254,Julie Spencer,4,196,96.08,51.0,2.0,0
7255,Julie Thomas,12,-12,-1.96,51.0,4.0,0
7256,Julie Thompson,1,49,96.08,51.0,1.0,0
7257,Julie Torres,11,-161,-28.7,51.0,1.8333333333333333,0
7258,Julie Vazquez,2,-2,-1.96,51.0,1.0,0
7259,Julie White,3,-153,-100.0,51.0,1.5,0
7260,Julie Wilson,22,-222,-19.79,51.0,4.4,0
7261,Julie Wyatt,2,-2,-1.96,51.0,2.0,0
7262,Julie York,2,-102,-100.0,51.0,1.0,0
7263,Justin Arnold,73,-123,-3.3,51.0,1.028169014084507,0
7264,Justin Boyd,3,-53,-34.64,51.0,1.5,0
7265,Justin Campbell,1,-51,-100.0,51.0,1.0,0
7266,Justin Carpenter,2,-2,-1.96,51.0,1.0,0
7267,Justin Chandler,1,-51,-100.0,51.0,1.0,0
7268,Justin Cruz,1,-51,-100.0,51.0,1.0,0
7269,Justin Cunningham,1,-51,-100.0,51.0,1.0,0
7270,Justin Dunn,4,-104,-50.98,51.0,1.3333333333333333,0
7271,Justin English,4,-204,-100.0,51.0,1.0,0
7272,Justin Figueroa,33,-583,-34.64,51.0,1.434782608695652,0
7273,Justin Fletcher,1,-51,-100.0,51.0,1.0,0
7274,Justin Foster,5,-55,-21.57,51.0,1.0,0
7275,Justin Fuentes,2,-2,-1.96,51.0,1.0,0
7276,Justin Gilbert,7,-157,-43.98,51.0,1.1666666666666667,0
